Description,Date,Year,Month,Day,Hour,Minutes,Detected Devices,Stay Time,Speed [km/h],Total Travel Time seconds,Travel Time hour,Travel Time minutes,Travel Time seconds,Total Loss Time seconds,Loss Time hours,Loss Time minutes,Loss Time seconds,Typical speed [km/h],Typical Travel Time,Typical Loss Time,,
3MB_ SB,01-12-19 0:00,2019,12,1,0,0,12,0.55,97.92,130.4,0,2,10,0,0,0,0,88.85,143.72,0,28,few clouds
3MB_ SB,01-12-19 1:00,2019,12,1,1,0,263,0.61,94.52,135.4,0,2,15,0,0,0,0,89.77,142.25,0,27,few clouds
3MB_ SB,01-12-19 2:00,2019,12,1,2,0,137,0.42,94.25,135.58,0,2,15,0,0,0,0,92.27,138.4,0,27,few clouds
3MB_ SB,01-12-19 3:00,2019,12,1,3,0,93,0.66,92.91,137.6,0,2,17,0,0,0,0,89.3,143.02,0,27,few clouds
3MB_ SB,01-12-19 4:00,2019,12,1,4,0,101,0.47,92.85,137.79,0,2,17,0,0,0,0,90.53,141.06,0,27,few clouds
3MB_ SB,01-12-19 5:00,2019,12,1,5,0,142,1.16,91.61,139.72,0,2,19,0,0,0,0,85.76,149.18,0,26,few clouds
3MB_ SB,01-12-19 6:00,2019,12,1,6,0,205,0.65,84.72,151.28,0,2,31,0,0,0,0,78.8,162.19,0,26,few clouds
3MB_ SB,01-12-19 7:00,2019,12,1,7,0,386,0.57,86.09,150.55,0,2,30,0,0,0,0,77.58,164.86,0,26,few clouds
3MB_ SB,01-12-19 8:00,2019,12,1,8,0,521,0.66,88.44,144.98,0,2,24,0,0,0,0,81.99,155.81,0,25,few clouds
3MB_ SB,01-12-19 9:00,2019,12,1,9,0,674,0.61,91.32,140.46,0,2,20,0,0,0,0,82.56,154.69,0,26,haze
3MB_ SB,01-12-19 10:00,2019,12,1,10,0,720,0.65,83.11,154.46,0,2,34,0,0,0,0,82.54,154.7,0,28,broken clouds
3MB_ SB,01-12-19 11:00,2019,12,1,11,0,734,0.53,90.58,141.66,0,2,21,0,0,0,0,86.53,147.58,0,29,broken clouds
3MB_ SB,01-12-19 12:00,2019,12,1,12,0,775,0.51,92.09,138.91,0,2,18,0,0,0,0,86.21,148.13,0,30,broken clouds
3MB_ SB,01-12-19 13:00,2019,12,1,13,0,814,0.5,86.82,147.56,0,2,27,0,0,0,0,84.33,151.48,0,31,broken clouds
3MB_ SB,01-12-19 14:00,2019,12,1,14,0,923,0.57,87.9,145.46,0,2,25,0,0,0,0,84.3,151.51,0,32,broken clouds
3MB_ SB,01-12-19 15:00,2019,12,1,15,0,923,0.58,88.4,144.62,0,2,24,0,0,0,0,82.36,155.05,0,32,broken clouds
3MB_ SB,01-12-19 16:00,2019,12,1,16,0,1921,0.02,83.32,153.63,0,2,33,0,0,0,0,84.57,151,0,34,broken clouds
3MB_ SB,01-12-19 17:00,2019,12,1,17,0,1726,0,83.75,152.68,0,2,32,0,0,0,0,85.2,149.88,0,32,scattered clouds
3MB_ SB,01-12-19 18:00,2019,12,1,18,0,1893,0,82.8,154.6,0,2,34,0,0,0,0,82.82,154.26,0,31,scattered clouds
3MB_ SB,01-12-19 19:00,2019,12,1,19,0,1679,0,77.33,166.2,0,2,46,0,0,0,0,82.94,154.02,0,30,few clouds
3MB_ SB,01-12-19 20:00,2019,12,1,20,0,1699,0,76.77,166.78,0,2,46,0,0,0,0,77.15,165.53,0,29,few clouds
3MB_ SB,01-12-19 21:00,2019,12,1,21,0,1442,0,88.34,144.83,0,2,24,0,0,0,0,79.53,160.57,0,28,few clouds
3MB_ SB,01-12-19 22:00,2019,12,1,22,0,1062,0.12,86.88,147.17,0,2,27,0,0,0,0,82.06,155.63,0,28,few clouds
3MB_ SB,01-12-19 23:00,2019,12,1,23,0,517,0.63,83.26,153.54,0,2,33,0,0,0,0,85.21,149.87,0,28,few clouds
3MB_ SB,02-12-19 0:00,2019,12,2,0,0,262,0.5,89.24,143.85,0,2,23,0,0,0,0,87.36,146.21,0,27,few clouds
3MB_ SB,02-12-19 1:00,2019,12,2,1,0,141,0.81,90.4,141.49,0,2,21,0,0,0,0,88.66,144.04,0,27,few clouds
3MB_ SB,02-12-19 5:00,2019,12,2,5,0,239,0.6,90.73,142.24,0,2,22,0,0,0,0,89.6,142.56,0,26,few clouds
3MB_ SB,02-12-19 6:00,2019,12,2,6,0,1912,0.13,48.36,288.83,0,4,48,0,0,0,0,65.75,199.67,0,26,few clouds
3MB_ SB,02-12-19 7:00,2019,12,2,7,0,2067,0.04,19.43,705.44,0,11,45,386.21,0,6,26,33.63,395.18,75.95,25,few clouds
3MB_ SB,02-12-19 8:00,2019,12,2,8,0,1533,0.53,10.73,1273.27,0,21,13,954.04,0,15,54,26.24,490.37,171.14,25,mist
3MB_ SB,02-12-19 9:00,2019,12,2,9,0,1759,0.17,6.1,2146.23,0,35,46,1827,0,30,27,50.39,267.93,0,26,haze
3MB_ SB,02-12-19 10:00,2019,12,2,10,0,2543,0,10.78,1285.75,0,21,25,966.52,0,16,6,69.72,183.22,0,28,few clouds
3MB_ SB,02-12-19 11:00,2019,12,2,11,0,1421,3.15,51.79,309.77,0,5,9,0,0,0,0,72.93,175.1,0,30,scattered clouds
3MB_ SB,02-12-19 12:00,2019,12,2,12,0,2000,0.16,75.59,169.59,0,2,49,0,0,0,0,70.69,180.65,0,31,scattered clouds
3MB_ SB,02-12-19 13:00,2019,12,2,13,0,2225,0,76.04,168.69,0,2,48,0,0,0,0,74.69,171.06,0,32,broken clouds
3MB_ SB,02-12-19 14:00,2019,12,2,14,0,2090,0,77.92,164.24,0,2,44,0,0,0,0,78.92,161.8,0,31,broken clouds
3MB_ SB,02-12-19 15:00,2019,12,2,15,0,2056,0.07,80.54,158.77,0,2,38,0,0,0,0,80.39,158.86,0,29,light rain
3MB_ SB,02-12-19 16:00,2019,12,2,16,0,1241,0.92,80.5,159.6,0,2,39,0,0,0,0,81.5,156.72,0,33,broken clouds
3MB_ SB,02-12-19 17:00,2019,12,2,17,0,2160,0,82.17,155.76,0,2,35,0,0,0,0,79.33,160.98,0,31,light intensity drizzle
3MB_ SB,02-12-19 18:00,2019,12,2,18,0,2115,0,79.24,162.35,0,2,42,0,0,0,0,80.29,159.04,0,29,overcast clouds
3MB_ SB,02-12-19 19:00,2019,12,2,19,0,1768,0.16,82.18,155.69,0,2,35,0,0,0,0,79.18,161.33,0,27,scattered clouds
3MB_ SB,02-12-19 20:00,2019,12,2,20,0,1925,0.01,70.29,182.46,0,3,2,0,0,0,0,75.54,169.05,0,27,few clouds
3MB_ SB,02-12-19 21:00,2019,12,2,21,0,1635,0,80.2,159.5,0,2,39,0,0,0,0,77.3,165.26,0,26,few clouds
3MB_ SB,02-12-19 22:00,2019,12,2,22,0,1562,0.01,76.93,167.21,0,2,47,0,0,0,0,76.93,166,0,25,few clouds
3MB_ SB,02-12-19 23:00,2019,12,2,23,0,673,0,88.52,144.37,0,2,24,0,0,0,0,82.39,155.03,0,25,few clouds
3MB_ SB,03-12-19 0:00,2019,12,3,0,0,303,0,88.54,144.44,0,2,24,0,0,0,0,84.53,151.1,0,25,few clouds
3MB_ SB,03-12-19 1:00,2019,12,3,1,0,166,0,85.21,150.83,0,2,30,0,0,0,0,85.32,149.68,0,29,overcast clouds
3MB_ SB,03-12-19 5:00,2019,12,3,5,0,219,0,75.06,174.22,0,2,54,0,0,0,0,84.35,151.41,0,26,few clouds
3MB_ SB,03-12-19 6:00,2019,12,3,6,0,1196,0,63.5,231.63,0,3,51,0,0,0,0,70.87,183.22,0,26,few clouds
3MB_ SB,03-12-19 7:00,2019,12,3,7,0,1831,0,34.62,369.49,0,6,9,50.26,0,0,50,55.14,231.89,0,26,few clouds
3MB_ SB,03-12-19 8:00,2019,12,3,8,0,1812,0.02,32.36,425.74,0,7,5,106.51,0,1,46,45.45,282.72,0,25,few clouds
3MB_ SB,03-12-19 9:00,2019,12,3,9,0,1759,0,74.38,172.24,0,2,52,0,0,0,0,68.7,186.9,0,26,haze
3MB_ SB,03-12-19 10:00,2019,12,3,10,0,1833,0,72.16,181.3,0,3,1,0,0,0,0,73.21,174.45,0,29,scattered clouds
3MB_ SB,03-12-19 11:00,2019,12,3,11,0,1787,0.98,18.7,769.59,0,12,49,450.36,0,7,30,71.45,178.73,0,29,broken clouds
3MB_ SB,03-12-19 12:00,2019,12,3,12,0,420,7.92,11.14,1158.81,0,19,18,839.58,0,13,59,71.73,178.03,0,31,broken clouds
3MB_ SB,03-12-19 13:00,2019,12,3,13,0,1230,1.47,52.7,306.46,0,5,6,0,0,0,0,74.55,171.3,0,32,broken clouds
3MB_ SB,03-12-19 14:00,2019,12,3,14,0,1090,0.59,79.05,161.88,0,2,41,0,0,0,0,76.69,166.51,0,33,broken clouds
3MB_ SB,03-12-19 15:00,2019,12,3,15,0,1040,0.72,80,159.88,0,2,39,0,0,0,0,79.65,160.33,0,32,broken clouds
3MB_ SB,03-12-19 16:00,2019,12,3,16,0,1115,0.68,81.57,156.91,0,2,36,0,0,0,0,80.89,157.87,0,33,broken clouds
3MB_ SB,03-12-19 17:00,2019,12,3,17,0,1218,1.69,78.31,164.23,0,2,44,0,0,0,0,80.18,159.28,0,33,scattered clouds
3MB_ SB,03-12-19 18:00,2019,12,3,18,0,1346,0.82,77.32,165.79,0,2,45,0,0,0,0,80.84,157.98,0,32,few clouds
3MB_ SB,03-12-19 19:00,2019,12,3,19,0,1367,0.82,76.42,167.62,0,2,47,0,0,0,0,78.31,163.11,0,30,few clouds
3MB_ SB,03-12-19 20:00,2019,12,3,20,0,1044,1.07,74.01,172.61,0,2,52,0,0,0,0,74.45,171.54,0,29,few clouds
3MB_ SB,03-12-19 21:00,2019,12,3,21,0,1068,1.07,76.03,168.86,0,2,48,0,0,0,0,75.93,168.17,0,28,few clouds
3MB_ SB,03-12-19 22:00,2019,12,3,22,0,881,0.94,76.28,168.1,0,2,48,0,0,0,0,76.8,166.29,0,28,few clouds
3MB_ SB,03-12-19 23:00,2019,12,3,23,0,518,0.78,66.59,193.12,0,3,13,0,0,0,0,80.61,158.44,0,28,few clouds
3MB_ SB,04-12-19 0:00,2019,12,4,0,0,251,0.65,77.72,164.69,0,2,44,0,0,0,0,82.45,154.88,0,28,few clouds
3MB_ SB,04-12-19 1:00,2019,12,4,1,0,115,0.86,92.04,139.99,0,2,19,0,0,0,0,86.73,147.25,0,27,few clouds
3MB_ SB,04-12-19 5:00,2019,12,4,5,0,100,2.06,83.44,153.79,0,2,33,0,0,0,0,81.7,156.3,0,27,few clouds
3MB_ SB,04-12-19 6:00,2019,12,4,6,0,1378,0.47,70.8,184.41,0,3,4,0,0,0,0,71.83,180.21,0,26,few clouds
3MB_ SB,04-12-19 7:00,2019,12,4,7,0,2354,0.01,37.48,342.78,0,5,42,23.55,0,0,23,56.67,225.37,0,26,scattered clouds
3MB_ SB,04-12-19 8:00,2019,12,4,8,0,1831,0,64.6,220.79,0,3,40,0,0,0,0,53.42,239.31,0,25,scattered clouds
3MB_ SB,04-12-19 9:00,2019,12,4,9,0,1933,0,75.63,169.37,0,2,49,0,0,0,0,64.45,198.35,0,26,scattered clouds
3MB_ SB,04-12-19 10:00,2019,12,4,10,0,1501,0.52,75.42,169.76,0,2,49,0,0,0,0,72.35,176.75,0,27,mist
3MB_ SB,04-12-19 11:00,2019,12,4,11,0,2390,0,74.24,172.4,0,2,52,0,0,0,0,70.29,181.73,0,28,haze
3MB_ SB,04-12-19 12:00,2019,12,4,12,0,2010,0.15,72.86,175.44,0,2,55,0,0,0,0,75.11,170.06,0,29,scattered clouds
3MB_ SB,04-12-19 13:00,2019,12,4,13,0,1236,0.79,75.92,168.42,0,2,48,0,0,0,0,76.33,167.3,0,29,scattered clouds
3MB_ SB,04-12-19 14:00,2019,12,4,14,0,1150,0.84,74.56,171.54,0,2,51,0,0,0,0,78.53,162.64,0,29,scattered clouds
3MB_ SB,04-12-19 15:00,2019,12,4,15,0,1070,0.68,81.51,157.25,0,2,37,0,0,0,0,80.74,158.15,0,29,broken clouds
3MB_ SB,04-12-19 16:00,2019,12,4,16,0,1177,0.88,81.61,156.92,0,2,36,0,0,0,0,81.48,156.73,0,30,broken clouds
3MB_ SB,04-12-19 17:00,2019,12,4,17,0,1116,0.8,76.84,166.87,0,2,46,0,0,0,0,81.25,157.16,0,30,scattered clouds
3MB_ SB,04-12-19 18:00,2019,12,4,18,0,1479,1.03,81.72,156.55,0,2,36,0,0,0,0,81.85,156.01,0,30,few clouds
3MB_ SB,04-12-19 19:00,2019,12,4,19,0,1189,5.31,76.61,167.83,0,2,47,0,0,0,0,79.87,159.92,0,30,few clouds
3MB_ SB,04-12-19 20:00,2019,12,4,20,0,1284,9.72,72.25,177.27,0,2,57,0,0,0,0,75.42,169.32,0,28,few clouds
3MB_ SB,04-12-19 21:00,2019,12,4,21,0,1100,11.51,80.19,161.5,0,2,41,0,0,0,0,76.05,167.91,0,28,few clouds
3MB_ SB,04-12-19 22:00,2019,12,4,22,0,1028,12.16,85.71,149.72,0,2,29,0,0,0,0,78.14,163.48,0,28,few clouds
3MB_ SB,04-12-19 23:00,2019,12,4,23,0,647,1.24,78.87,163,0,2,43,0,0,0,0,80.06,159.5,0,27,few clouds
3MB_ SB,05-12-19 0:00,2019,12,5,0,0,293,0.82,88.9,143.68,0,2,23,0,0,0,0,85.4,149.56,0,27,few clouds
3MB_ SB,05-12-19 1:00,2019,12,5,1,0,134,1.36,87.08,146.75,0,2,26,0,0,0,0,85.14,150.01,0,27,few clouds
3MB_ SB,05-12-19 5:00,2019,12,5,5,0,129,1.12,85.96,148.67,0,2,28,0,0,0,0,83.33,153.31,0,25,few clouds
3MB_ SB,05-12-19 6:00,2019,12,5,6,0,822,0.68,75.03,173.19,0,2,53,0,0,0,0,73.31,176.48,0,25,few clouds
3MB_ SB,05-12-19 7:00,2019,12,5,7,0,1177,0.79,75.79,169.91,0,2,49,0,0,0,0,60.46,211.87,0,25,few clouds
3MB_ SB,05-12-19 8:00,2019,12,5,8,0,1017,0.69,80.35,159.25,0,2,39,0,0,0,0,62.47,204.76,0,25,scattered clouds
3MB_ SB,05-12-19 9:00,2019,12,5,9,0,1016,0.68,80.45,159.24,0,2,39,0,0,0,0,72.92,175.25,0,26,mist
3MB_ SB,05-12-19 10:00,2019,12,5,10,0,1303,0.76,76.73,166.66,0,2,46,0,0,0,0,76.08,167.87,0,28,haze
3MB_ SB,05-12-19 11:00,2019,12,5,11,0,1826,0.37,75.08,170.53,0,2,50,0,0,0,0,73.4,173.96,0,29,broken clouds
3MB_ SB,05-12-19 12:00,2019,12,5,12,0,2372,0,72.81,175.72,0,2,55,0,0,0,0,74.51,171.42,0,30,broken clouds
3MB_ SB,05-12-19 13:00,2019,12,5,13,0,2129,0,74.82,170.81,0,2,50,0,0,0,0,76.76,166.37,0,32,broken clouds
3MB_ SB,05-12-19 14:00,2019,12,5,14,0,1698,0.42,78.94,162.06,0,2,42,0,0,0,0,76.52,167.02,0,31,light rain
3MB_ SB,05-12-19 15:00,2019,12,5,15,0,1244,0.86,78.77,162.51,0,2,42,0,0,0,0,80.15,159.32,0,28,clear sky
3MB_ SB,05-12-19 16:00,2019,12,5,16,0,1241,0.86,80.11,159.6,0,2,39,0,0,0,0,78.85,161.95,0,29,thunderstorm
3MB_ SB,05-12-19 17:00,2019,12,5,17,0,1389,0.91,81.46,157.02,0,2,37,0,0,0,0,79.37,160.94,0,29,thunderstorm
3MB_ SB,05-12-19 18:00,2019,12,5,18,0,1407,0.89,81.95,155.92,0,2,35,0,0,0,0,80.6,158.46,0,28,few clouds
3MB_ SB,05-12-19 19:00,2019,12,5,19,0,1379,0.97,75.74,168.93,0,2,48,0,0,0,0,79.16,161.34,0,28,few clouds
3MB_ SB,05-12-19 20:00,2019,12,5,20,0,1167,0.92,70.76,182.6,0,3,2,0,0,0,0,75.54,169.05,0,27,few clouds
3MB_ SB,05-12-19 21:00,2019,12,5,21,0,1527,0.61,78.8,162.34,0,2,42,0,0,0,0,75.99,168.05,0,27,few clouds
3MB_ SB,05-12-19 22:00,2019,12,5,22,0,1361,0,77.96,164.66,0,2,44,0,0,0,0,78.74,162.2,0,27,few clouds
3MB_ SB,05-12-19 23:00,2019,12,5,23,0,812,0.27,89.02,143.91,0,2,23,0,0,0,0,82.23,155.32,0,26,few clouds
3MB_ SB,06-12-19 0:00,2019,12,6,0,0,324,0.63,91.25,140.05,0,2,20,0,0,0,0,85.46,149.45,0,26,few clouds
3MB_ SB,06-12-19 1:00,2019,12,6,1,0,138,0.61,86.49,147.75,0,2,27,0,0,0,0,89.06,143.39,0,26,few clouds
3MB_ SB,06-12-19 2:00,2019,12,6,2,0,58,2.22,90.26,141.69,0,2,21,0,0,0,0,86.12,148.4,0,26,few clouds
3MB_ SB,06-12-19 5:00,2019,12,6,5,0,122,1.14,83.86,153.37,0,2,33,0,0,0,0,79.62,160.51,0,25,few clouds
3MB_ SB,06-12-19 6:00,2019,12,6,6,0,852,0.99,73.38,178.96,0,2,58,0,0,0,0,73.09,176.2,0,25,few clouds
3MB_ SB,06-12-19 7:00,2019,12,6,7,0,1115,9.98,27.39,585.5,0,9,45,266.27,0,4,26,62.92,203.1,0,25,few clouds
3MB_ SB,06-12-19 8:00,2019,12,6,8,0,894,12.89,8.9,1489.38,0,24,49,1170.15,0,19,30,66.16,193.04,0,25,mist
3MB_ SB,06-12-19 9:00,2019,12,6,9,0,1308,6.97,13.8,1057.03,0,17,37,737.8,0,12,17,70.07,182.26,0,25,mist
3MB_ SB,06-12-19 10:00,2019,12,6,10,0,1289,1.43,71.95,185.46,0,3,5,0,0,0,0,73.24,174.35,0,26,haze
3MB_ SB,06-12-19 11:00,2019,12,6,11,0,1147,0.75,75.33,169.76,0,2,49,0,0,0,0,71.82,177.82,0,27,haze
3MB_ SB,06-12-19 12:00,2019,12,6,12,0,1248,0.77,73.4,174.22,0,2,54,0,0,0,0,72.12,177.06,0,27,haze
3MB_ SB,06-12-19 13:00,2019,12,6,13,0,1266,0.75,77.74,164.36,0,2,44,0,0,0,0,75.46,169.29,0,29,broken clouds
3MB_ SB,06-12-19 14:00,2019,12,6,14,0,1191,0.76,78.6,163.04,0,2,43,0,0,0,0,78.11,163.56,0,30,broken clouds
3MB_ SB,06-12-19 15:00,2019,12,6,15,0,1248,0.79,81.14,157.7,0,2,37,0,0,0,0,80.7,158.23,0,30,broken clouds
3MB_ SB,06-12-19 16:00,2019,12,6,16,0,2235,0.04,79.81,160.18,0,2,40,0,0,0,0,80.57,158.49,0,30,scattered clouds
3MB_ SB,06-12-19 17:00,2019,12,6,17,0,2411,0,80.73,158.77,0,2,38,0,0,0,0,79.65,160.33,0,31,scattered clouds
3MB_ SB,06-12-19 18:00,2019,12,6,18,0,2525,0,81.28,157.46,0,2,37,0,0,0,0,78.71,162.27,0,29,scattered clouds
3MB_ SB,06-12-19 19:00,2019,12,6,19,0,3036,0,80.91,158.67,0,2,38,0,0,0,0,78.95,161.76,0,29,scattered clouds
3MB_ SB,06-12-19 20:00,2019,12,6,20,0,2387,0,76.11,169.08,0,2,49,0,0,0,0,74.56,171.29,0,27,thunderstorm
3MB_ SB,06-12-19 21:00,2019,12,6,21,0,1851,0,80.34,159.15,0,2,39,0,0,0,0,77.47,164.85,0,26,thunderstorm
3MB_ SB,06-12-19 22:00,2019,12,6,22,0,1490,0,80.96,158.17,0,2,38,0,0,0,0,79.93,159.78,0,26,thunderstorm
3MB_ SB,06-12-19 23:00,2019,12,6,23,0,1301,0,77.68,164.78,0,2,44,0,0,0,0,82.36,155.05,0,27,few clouds
3MB_ SB,07-12-19 0:00,2019,12,7,0,0,869,0,82.11,155.59,0,2,35,0,0,0,0,84.81,150.6,0,27,few clouds
3MB_ SB,07-12-19 1:00,2019,12,7,1,0,402,0.29,88.28,144.73,0,2,24,0,0,0,0,89.49,142.72,0,27,few clouds
3MB_ SB,07-12-19 2:00,2019,12,7,2,0,190,0.56,93.53,136.57,0,2,16,0,0,0,0,90.71,140.85,0,26,few clouds
3MB_ SB,07-12-19 3:00,2019,12,7,3,0,101,0.98,94.82,134.74,0,2,14,0,0,0,0,90.3,141.45,0,26,few clouds
3MB_ SB,07-12-19 4:00,2019,12,7,4,0,87,1.24,86.66,147.53,0,2,27,0,0,0,0,89.26,143.15,0,26,few clouds
3MB_ SB,07-12-19 5:00,2019,12,7,5,0,198,0.74,78.3,165.52,0,2,45,0,0,0,0,85.61,149.16,0,26,few clouds
3MB_ SB,07-12-19 6:00,2019,12,7,6,0,793,0,71.73,178.61,0,2,58,0,0,0,0,77.02,166.4,0,26,few clouds
3MB_ SB,07-12-19 7:00,2019,12,7,7,0,1328,0,73.47,175.63,0,2,55,0,0,0,0,73.94,172.8,0,25,few clouds
3MB_ SB,07-12-19 8:00,2019,12,7,8,0,1741,0,76.4,168.75,0,2,48,0,0,0,0,77.16,165.55,0,28,light rain
3MB_ SB,07-12-19 9:00,2019,12,7,9,0,1894,0,74.37,172.94,0,2,52,0,0,0,0,74.06,172.45,0,27,broken clouds
3MB_ SB,07-12-19 10:00,2019,12,7,10,0,2100,0,75.31,170.45,0,2,50,0,0,0,0,72.93,175.14,0,28,haze
3MB_ SB,07-12-19 11:00,2019,12,7,11,0,1984,0,77.19,166.04,0,2,46,0,0,0,0,75.82,168.42,0,29,scattered clouds
3MB_ SB,07-12-19 12:00,2019,12,7,12,0,2045,0,76.63,167.58,0,2,47,0,0,0,0,75.86,168.32,0,31,scattered clouds
3MB_ SB,07-12-19 13:00,2019,12,7,13,0,2172,0,74.73,171.07,0,2,51,0,0,0,0,76.79,166.29,0,32,scattered clouds
3MB_ SB,07-12-19 14:00,2019,12,7,14,0,2158,0,75.33,170.02,0,2,50,0,0,0,0,77.65,164.48,0,31,light rain
3MB_ SB,07-12-19 15:00,2019,12,7,15,0,2172,0,81.54,157.02,0,2,37,0,0,0,0,80.29,159.03,0,27,broken clouds
3MB_ SB,07-12-19 16:00,2019,12,7,16,0,2316,0,74.59,177.49,0,2,57,0,0,0,0,80.47,158.68,0,27,broken clouds
3MB_ SB,07-12-19 17:00,2019,12,7,17,0,2410,0,80.61,158.68,0,2,38,0,0,0,0,81.43,156.82,0,30,few clouds
3MB_ SB,07-12-19 18:00,2019,12,7,18,0,2357,0,79.29,161.66,0,2,41,0,0,0,0,81.78,156.15,0,29,few clouds
3MB_ SB,07-12-19 19:00,2019,12,7,19,0,2502,0,76.24,168.21,0,2,48,0,0,0,0,81.19,157.35,0,28,few clouds
3MB_ SB,07-12-19 20:00,2019,12,7,20,0,2151,0,77.63,164.84,0,2,44,0,0,0,0,77.2,165.42,0,27,few clouds
3MB_ SB,07-12-19 21:00,2019,12,7,21,0,1646,0.25,73.86,173.88,0,2,53,0,0,0,0,79.48,160.71,0,27,few clouds
3MB_ SB,07-12-19 22:00,2019,12,7,22,0,799,0.72,82.67,154.58,0,2,34,0,0,0,0,81.07,157.5,0,27,few clouds
3MB_ SB,07-12-19 23:00,2019,12,7,23,0,591,0.62,78.68,162.58,0,2,42,0,0,0,0,82.65,154.54,0,27,few clouds
3MB_ SB,08-12-19 0:00,2019,12,8,0,0,417,0.58,89.12,143.45,0,2,23,0,0,0,0,86.81,147.1,0,26,few clouds
3MB_ SB,08-12-19 1:00,2019,12,8,1,0,225,0.68,90.37,141.62,0,2,21,0,0,0,0,89.77,142.25,0,26,few clouds
3MB_ SB,08-12-19 2:00,2019,12,8,2,0,152,0.67,88.56,144.58,0,2,24,0,0,0,0,92.22,138.48,0,26,few clouds
3MB_ SB,08-12-19 3:00,2019,12,8,3,0,116,0.75,85.81,149.73,0,2,29,0,0,0,0,89.3,143.02,0,26,few clouds
3MB_ SB,08-12-19 4:00,2019,12,8,4,0,90,1.28,94.81,135.45,0,2,15,0,0,0,0,90.53,141.06,0,26,few clouds
3MB_ SB,08-12-19 5:00,2019,12,8,5,0,113,0.74,96.71,132.41,0,2,12,0,0,0,0,85.76,149.18,0,26,few clouds
3MB_ SB,08-12-19 6:00,2019,12,8,6,0,239,0.8,79.22,162.07,0,2,42,0,0,0,0,78.8,162.19,0,25,few clouds
3MB_ SB,08-12-19 7:00,2019,12,8,7,0,422,0.86,79.82,161.94,0,2,41,0,0,0,0,77.56,164.89,0,25,scattered clouds
3MB_ SB,08-12-19 8:00,2019,12,8,8,0,578,0.66,88.97,143.66,0,2,23,0,0,0,0,81.9,155.97,0,25,mist
3MB_ SB,08-12-19 9:00,2019,12,8,9,0,651,0.6,87.35,146.78,0,2,26,0,0,0,0,82.56,154.69,0,26,mist
3MB_ SB,08-12-19 10:00,2019,12,8,10,0,746,0.54,83.12,153.97,0,2,33,0,0,0,0,82.54,154.7,0,28,haze
3MB_ SB,08-12-19 11:00,2019,12,8,11,0,743,0.54,88.29,145.15,0,2,25,0,0,0,0,86.53,147.58,0,29,broken clouds
3MB_ SB,08-12-19 12:00,2019,12,8,12,0,863,0.61,88.04,145.47,0,2,25,0,0,0,0,86.21,148.13,0,31,broken clouds
3MB_ SB,08-12-19 13:00,2019,12,8,13,0,852,0.58,79.01,164.15,0,2,44,0,0,0,0,84.33,151.48,0,32,broken clouds
3MB_ SB,08-12-19 14:00,2019,12,8,14,0,995,0.59,82.35,155.58,0,2,35,0,0,0,0,84.3,151.51,0,31,broken clouds
3MB_ SB,08-12-19 15:00,2019,12,8,15,0,1014,0.59,82.58,155.06,0,2,35,0,0,0,0,82.36,155.05,0,33,broken clouds
3MB_ SB,08-12-19 16:00,2019,12,8,16,0,1004,0.63,85.03,150.57,0,2,30,0,0,0,0,84.57,151,0,32,broken clouds
3MB_ SB,08-12-19 17:00,2019,12,8,17,0,972,0.53,86.36,147.97,0,2,27,0,0,0,0,85.2,149.88,0,29,thunderstorm
3MB_ SB,08-12-19 18:00,2019,12,8,18,0,910,0.67,80.14,160.14,0,2,40,0,0,0,0,82.79,154.31,0,29,broken clouds
3MB_ SB,08-12-19 19:00,2019,12,8,19,0,963,0.47,85.55,149.86,0,2,29,0,0,0,0,82.94,154.02,0,30,few clouds
3MB_ SB,08-12-19 20:00,2019,12,8,20,0,984,0.78,74.98,170.66,0,2,50,0,0,0,0,77.15,165.53,0,29,few clouds
3MB_ SB,08-12-19 21:00,2019,12,8,21,0,827,0.57,75.95,169.09,0,2,49,0,0,0,0,79.53,160.57,0,29,few clouds
3MB_ SB,08-12-19 22:00,2019,12,8,22,0,670,0.76,81.35,157.82,0,2,37,0,0,0,0,82.12,155.53,0,28,few clouds
3MB_ SB,08-12-19 23:00,2019,12,8,23,0,482,0.6,87.03,146.88,0,2,26,0,0,0,0,85.21,149.87,0,28,few clouds
3MB_ SB,09-12-19 0:00,2019,12,9,0,0,356,0.7,88.81,144.3,0,2,24,0,0,0,0,87.36,146.21,0,28,few clouds
3MB_ SB,09-12-19 1:00,2019,12,9,1,0,139,0.82,91.05,140.35,0,2,20,0,0,0,0,88.66,144.04,0,27,few clouds
3MB_ SB,09-12-19 2:00,2019,12,9,2,0,86,1.11,92.73,138.31,0,2,18,0,0,0,0,90.11,141.74,0,27,few clouds
3MB_ SB,09-12-19 4:00,2019,12,9,4,0,60,0.91,71.96,180.5,0,3,0,0,0,0,0,83.6,152.96,0,26,few clouds
3MB_ SB,09-12-19 5:00,2019,12,9,5,0,193,0.45,91.97,139.98,0,2,19,0,0,0,0,89.6,142.56,0,26,scattered clouds
3MB_ SB,09-12-19 6:00,2019,12,9,6,0,1150,0.98,64.71,204.74,0,3,24,0,0,0,0,65.75,199.67,0,26,few clouds
3MB_ SB,09-12-19 7:00,2019,12,9,7,0,1745,0.49,24.46,682.69,0,11,22,363.46,0,6,3,33.63,395.18,75.95,25,few clouds
